Quality Supplement Mfg,,,,,,,,,,
Inventory Availability,,,,,,,,,,
  ,,,,,,,,,,
Part,Description,UOM,"On
Hand",Allocated,"Not
Available","Drop
Ship",Available,"On
Order",Committed,Short
R1135,Organic Marshmallow Root Powder,kg,16.658,0.00,0.00,0.00,16.658,0.00,0.00,0.00
R1136,Organic Licorice Root Powder,kg,20.605,0.00,0.00,0.00,20.605,0.00,0.00,0.00
R1137,Organic Rhizoma Atractylodis Extract 4:1 (Atractylodes chinensis),kg,7.977,0.00,0.00,0.00,7.977,0.00,0.00,0.00
R1138,Organic Fennel Seed Extract 10:1,kg,8.164,0.00,0.00,0.00,8.164,0.00,0.00,0.00
R1139,Organic Grape Seed Extract (95% Proanthocyanidins),kg,8.485,5.965,0.00,0.00,2.52,0.00,5.965,0.00
R114,Spinach Powder,kg,61.487,47.2286,0.00,0.00,14.2584,0.00,0.00,0.00
R1140,Organic Cat's Claw,kg,14.788,0.00,0.00,0.00,14.788,0.00,0.00,0.00
R1141,Organic Caraway Seed Powder,kg,9.83,0.00,9.83,0.00,0.00,0.00,0.00,0.00
R1142,Organic American Panax Ginseng,kg,13.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00
R1144,WokVel® (bioavailable boswellia),kg,16.599,0.00,0.00,0.00,16.599,0.00,0.00,0.00
R1145,Pau D'Arco Bark Extract 4:1,kg,1.722,0.00,0.00,0.00,1.722,0.00,0.00,0.00
R1146,Peppermint Leaf Extract 20:1,kg,28.135,8.78,0.00,0.00,19.355,0.00,0.00,0.00
R1147,Magnesium Ascorbate 6.4%,kg,488.969,0.00,0.00,0.00,488.969,0.00,0.00,0.00
R1148,Creatine HCl,kg,16.00,5.00,0.00,0.00,11.00,0.00,5.00,0.00
R1149,GlycerSize�,kg,6.857,0.00,0.00,0.00,6.857,0.00,0.00,0.00
R115,Maltodextrin,kg,"1,282.038","1,305.1062",0.00,0.00,0.00,25.00,0.00,23.0682
R1150,Nitrosigine® Arginine,kg,14.438,0.00,0.00,0.00,14.438,0.00,0.00,0.00
R1151,CDP Choline (Citicoline),kg,0.113,0.00,0.00,0.00,0.113,0.00,0.00,0.00
R1152,Caffeine Anhydrous (Non Granular 40 Mesh),kg,4.38,0.00,0.00,0.00,4.38,0.00,0.00,0.00
R1153,Natural Orange Flavor WONF FLA114977,kg,11.44,0.00,11.44,0.00,0.00,0.00,0.00,0.00
R1154,Natural Tangerine Flavor WONF FLA15441,kg,3.684,0.00,3.684,0.00,0.00,0.00,0.00,0.00
R1155,Natural Lemon Lime Flavor WONF FLA16700,kg,18.175,0.00,18.175,0.00,0.00,0.00,0.00,0.00
R1156,Masking Agent Natural Flavor FLA115960,kg,5.404,0.00,5.404,0.00,0.00,0.00,0.00,0.00
R1157,Monk Fruit Extract (25% Mogrosides),kg,0.745,0.00,0.00,0.00,0.745,0.00,0.00,0.00
R1158,Effer Soda� 12 (Sodium Bicarbonate),kg,28.324,0.00,0.00,0.00,28.324,0.00,0.00,0.00
R1159,Orange Color (Natural) - Color Maker 6657A,kg,2.747,0.00,2.747,0.00,0.00,0.00,0.00,0.00
R116,Ginkgo Biloba Leaf Extract (24% Flavones),kg,15.35,0.00,0.00,0.00,15.35,0.00,0.00,0.00
R1160,Tartaric Acid,kg,24.883,0.00,0.00,0.00,24.883,0.00,0.00,0.00
R1161,Panax Ginseng Extract 10% Ginsenosides,kg,37.417,33.20,0.00,0.00,4.217,0.00,0.00,0.00
R1162,Magnesium Ascorbate 20%,kg,21.495,46.03347,0.00,0.00,0.00,0.00,0.00,24.53847
R1163,Black Elderberry std. to 13% anthocyanins(12:1 Extract),kg,15.574,0.00,0.00,0.00,15.574,0.00,0.00,0.00
R1164,QSM Custom Probiotic Blend- 4S 30B,kg,2.87,0.00,0.00,0.00,2.87,0.00,0.00,0.00
R1166,"Omega-3 P-50 Powder (4% EPA + DHA, 49% Alpha Linolenic Acid) (Flaxseed Origin)",kg,56.521,42.728,50.00,0.00,0.00,0.00,0.00,36.207
R1170,Citrus Bioflavinoids 50% Complex,kg,142.83,0.00,0.00,0.00,142.83,0.00,0.00,0.00
R1171,Niacin,kg,16.207,2.66733,0.00,0.00,13.53967,0.00,0.00,0.00
R1173,Quercetin Dihydrate 95%,kg,102.32745,298.13904,0.00,0.00,0.00,200.00,0.00,195.81159
R1174,Organic Burdock Root Powder (Origin: Non-Chinese),kg,576.00,537.00,0.00,0.00,39.00,0.00,537.00,0.00
R1175,Organic Irish Moss Powder (Origin: Non-Chinese),kg,"2,008.26","1,063.85",0.00,0.00,944.41,0.00,"1,064.371",0.00
R1176,Organic Bladderwrack Powder (Origin: Non-Chinese),kg,"1,129.10",950.45,180.50,0.00,0.00,0.00,948.60,1.85
R1177,Berberine HCl 8% (Phellodendron amurense),kg,8.523,0.00,0.00,0.00,8.523,0.00,0.00,0.00
R1178,Organic Saffron Extract 10:1,kg,5.35,0.00,0.00,0.00,5.35,0.00,0.00,0.00
R1179,Cherry Flavor (Natural) - Osage FL11661,kg,14.079,0.00,0.00,0.00,14.079,0.00,0.00,0.00
R118,BioPerine® (Black Pepper Extract),kg,51.786,180.1033,0.00,0.00,0.00,25.00,51.16,128.3173
R1180,Lime Flavor (Natural) - Osage FL17231,kg,17.248,0.00,0.00,0.00,17.248,0.00,0.00,0.00
R1181,Heme Iron Polypeptide (5% Iron),kg,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00
R1182,Organic Black Elderberry (Sambucus Nigra) P.E. 10:1,kg,7.023,0.00,7.023,0.00,0.00,0.00,0.00,0.00
R1183,PurC� Organic Vitamin C (from Amla Extract),kg,2.848,0.00,0.00,0.00,2.848,0.00,0.00,0.00
R1185,00 VCaps Plus White,kg,0.00,"1,000.00",0.00,0.00,0.00,0.00,0.00,"1,000.00"
R1187,Opadry Blue 03B10998,kg,16.87,0.00,16.87,0.00,0.00,25.00,0.00,0.00
R1188,"Orange Flavor, Osage FLA114977",kg,24.246,0.00,0.00,0.00,24.246,0.00,0.00,0.00
R1189,Nutraceutical Grade Humic Acid (Code: NGHA-C05NP)(FulvicXcell Products),kg,0.60,16.80,0.00,0.00,0.00,17.00,0.00,16.20
R1191,Organic Elderberry Fruit Powder (Sambucus nigra),kg,115.962,84.00,0.00,0.00,31.962,0.00,84.00,0.00
R1192,Wildcrafted Sarsaparilla Root Powder (Smilax medica),kg,0.399,0.00,0.00,0.00,0.399,0.00,0.00,0.00
R1193,Organic Nopal (Cactus) Opuntia ficus-indica) (cladode),kg,20.10,0.00,0.00,0.00,20.10,0.00,0.00,0.00
R1194,Wildcrafted Linden Flower Powder,kg,10.094,0.00,0.00,0.00,10.094,0.00,0.00,0.00
R1195,Wildcrafted Soursop (Graviola) Leaf Powder (Annona muricata),kg,0.123,0.00,0.00,0.00,0.123,0.00,0.00,0.00
R1196,Orange Juice Powder (Non-GMO),kg,20.21,0.00,0.00,0.00,20.21,0.00,0.00,0.00
R1197,Carboxymethyl Cellulose Gum (Non-GMO),kg,15.816,0.00,10.235,0.00,5.581,0.00,0.00,0.00
R1198,Coconut Oil Powder,kg,8.465,0.00,0.00,0.00,8.465,0.00,0.00,0.00
R1199,CoreBiome™,kg,17.60,0.00,0.00,0.00,17.60,0.00,0.00,0.00
R120,"Protease 100,000 HUT/g",kg,37.378,0.00,23.055,0.00,14.323,0.00,0.00,0.00
R1200,iXOS™ (NLT 90% oligosaccharides and NLT 75% XOS),kg,8.466,0.00,0.00,0.00,8.466,0.00,0.00,0.00
R1202,LactoSpore® (Bacillus coagulans) 100B (1201),kg,0.318,0.00,0.00,0.00,0.318,0.00,0.00,0.00
R1207,Ashwagandha Extract (5% Withanolides),kg,15.068,0.00,0.00,0.00,15.068,0.00,0.00,0.00
R1208,Lemon Balm Extract (5% Rosmarinic Acid HPLC),kg,8.798,0.00,0.00,0.00,8.798,0.00,0.00,0.00
R1209,Hops Flower Extract 4:1,kg,0.2625,0.00,0.00,0.00,0.2625,0.00,0.00,0.00
R121,"Amylase 40,000 DU/g",kg,19.956,0.00,0.00,0.00,19.956,0.00,0.00,0.00
R1211,Kanna (Sceletium Tortuosum) P.E. 20:1,kg,4.078,0.00,0.00,0.00,4.078,0.00,0.00,0.00
R1212,Boswellin® Super (30% AKBBA),kg,0.992,0.00,0.00,0.00,0.992,0.00,0.00,0.00
R1214,White Willow Bark (25% Salicin),kg,1.698,0.00,0.00,0.00,1.698,0.00,0.00,0.00
R1217,WILMOX™ MTP-30P Mixed Tocopherols 30%,kg,3.808,17.79822,0.00,0.00,0.00,0.00,0.00,13.99022
R1218,Sodium Molybdate 1%,kg,18.402,2.60613,0.00,0.00,15.79587,0.00,2.502,0.00
R1219,"Vitamin D2 (Ergocalciferol) 100,000 IU/g",kg,2.543,0.00,0.00,0.00,2.543,0.00,0.00,0.00
R122,"Lipase 10,000 FIP/g",kg,2.218,0.00,0.00,0.00,2.218,0.00,0.00,0.00
R1220,Organic Noni Fruit Powder (Morinda citrifolia) (USA origin),kg,16.232,0.00,16.232,0.00,0.00,0.00,0.00,0.00
R1221,Senna Leaf Extract (20% Sennosides),kg,25.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00
R1222,Cascara Sagrada Bark Extract (10% Emodin),kg,0.12,0.00,0.00,0.00,0.12,0.00,0.00,0.00
R1223,Licorice Root Extract (10% Glycyrrhizic Acid),kg,16.29,0.00,0.00,0.00,16.29,0.00,0.00,0.00
R1224,goMCT® (Medium Chain Triglyceride) Oil Powder - MCT 70% C8,kg,18.60,0.00,0.00,0.00,18.60,0.00,0.00,0.00
R1225,Blueberry Extract 5:1,kg,26.70,0.00,0.00,0.00,26.70,0.00,0.00,0.00
R1226,Monolaurin,kg,11.045,0.00,0.00,0.00,11.045,0.00,0.00,0.00
R1227,Oregano Oil Powder,kg,11.489,0.00,0.00,0.00,11.489,0.00,0.00,0.00
R1228,Sweet Wormwood Extract 4:1 (Artemisia annua),kg,13.743,0.00,0.00,0.00,13.743,0.00,0.00,0.00
R1229,Wormwood Powder (Artemisia absinthium),kg,14.996,0.00,0.00,0.00,14.996,0.00,0.00,0.00
R123,Sheep Sorrel Herb Power,kg,0.453,0.00,0.00,0.00,0.453,0.00,0.00,0.00
R1230,Orphic Nutrition Enzyme Blend,kg,44.285,0.00,0.00,0.00,44.285,0.00,0.00,0.00
R1231,Orphic Nutrition Probiotic Blend,kg,4.976,0.00,0.00,0.00,4.976,0.00,0.00,0.00
R1232,Certified Organic Coconut Oil Powder 60% (CONN40001),kg,6.906,0.00,0.00,0.00,6.906,0.00,0.00,0.00
R1233,00 K-CAPS Vegetable Origin Capsules,ea,"7,245,000.00",413.00,0.00,0.00,"7,244,587.00",0.00,0.00,0.00
R1234,00 Purple Carrot STD. PURPLE TR. V27.901,ea,"35,800.00",0.00,0.00,0.00,"35,800.00",0.00,0.00,0.00
R1236,EVTeneSol 3% powder,kg,11.259,0.00,0.00,0.00,11.259,0.00,0.00,0.00
R1238,Astragalus Root Extract (Astragalus membranaceus) (50% Polysaccharides),kg,399.55,375.75,23.80,0.00,0.00,0.00,375.75,0.00
R1239,Curcumin C3 Complex® (95% Curcuminoids),kg,0.936,168.00,0.00,0.00,0.00,0.00,0.00,167.064
R124,Magnesium Oxide (Granular),kg,102.601,85.15588,50.00,0.00,0.00,0.00,46.334,32.55488
R1240,Citrus Bergamot Extract (Citrus bergamia) (30% Polyphenols),kg,15.841,168.00,0.00,0.00,0.00,0.00,0.00,152.159
R1241,Organic White Rice Flour,kg,"2,360.399",93.24,0.00,0.00,"2,267.159",22.6235,0.00,0.00
R1242,Korean Red Ginseng Extract (10% Ginsenosides),kg,63.328,57.45,0.00,0.00,5.878,0.00,7.50,0.00
R1243,Grape Seed Extract 4:1 (Vitis vininfera),kg,7.885,3.83,0.00,0.00,4.055,0.00,0.50,0.00
R1244,00EL Vcaps (elongated veg capsules),ea,"52,000.00",0.00,0.00,0.00,"52,000.00",0.00,0.00,0.00
R1245,L-Leucine (Vegetarian Source),kg,58.71,335.35534,0.00,0.00,0.00,0.00,0.00,276.64534
R1246,0 Gelatin Light Green Opaque 8713 Capsules,ea,"100,000.00",0.00,0.00,0.00,"100,000.00",0.00,0.00,0.00
R1247,Organic Black Pepper Powder,kg,12.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00
R1248,0 K-CAPS® Vegetable Origin,ea,"140,000.00",3.00,0.00,0.00,"139,997.00",0.00,0.00,0.00
R1249,N-Acetyl L-Cysteine (Vegan),kg,54.00,33.55,0.00,0.00,20.45,0.00,0.00,0.00
R125,Activated Charcoal (coconut shell),kg,50.235,0.00,50.235,0.00,0.00,0.00,0.00,0.00
R1250,Hovenia Dulcis (Standardized to 98% DHM),kg,2.862,0.00,0.00,0.00,2.862,0.00,0.00,0.00
R1251,Black Tea Extract (Standardized to 25% Theaflavins),kg,0.81,0.00,0.81,0.00,0.00,0.00,0.00,0.00
R1252,Black Walnut Hull Powder [Green Harvested] (Juglans nigra),kg,20.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
R1253,Boswellia Serrata Powder,kg,14.808,0.00,0.00,0.00,14.808,0.00,0.00,0.00
R1254,Galangal Root Extract 5:1 (Alpinia officinarum),kg,7.353,0.00,0.00,0.00,7.353,0.00,0.00,0.00
R1255,Trypsin 1:25,kg,19.20,0.00,0.00,0.00,19.20,0.00,0.00,0.00
R1256,Natural Caffeine Anhydrous (from Coffee Robusta),kg,26.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00
R1257,Arnica Montana Powder,kg,191.462,439.00,0.00,0.00,0.00,0.00,167.031,247.538
R1258,Diosmin,kg,105.515,219.50,0.00,0.00,0.00,0.00,83.515,113.985
R1259,Magnesium Taurate (8% Magnesium),kg,2.034,0.00,0.00,0.00,2.034,0.00,0.00,0.00
R126,Potassium Chloride FCC grade,kg,159.581,97.85223,0.00,0.00,61.72877,0.00,97.849,0.00
R1260,Soy Bean Powder (Glycine Max),kg,1.626,0.00,0.00,0.00,1.626,0.00,0.00,0.00
R1261,Fish Collagen Peptides,kg,0.838,0.00,0.00,0.00,0.838,0.00,0.00,0.00
R1262,Stinging Nettle Root Extract 10:1,kg,7.046,0.00,0.00,0.00,7.046,0.00,0.00,0.00
R1263,Sea Cucumber Extract (25% Mucopolysaccharides),kg,18.35,0.00,0.00,0.00,18.35,0.00,0.00,0.00
R1264,Organic Cordyceps (Cordyceps sinensis),kg,18.672,0.00,0.00,0.00,18.672,0.00,0.00,0.00
R1265,Organic Reishi Mushroom,kg,8.50,0.00,0.00,0.00,8.50,0.00,0.00,0.00
R1266,0 White K-CAPS® HPMC Capsules,ea,"8,244.00",0.00,0.00,0.00,"8,244.00",0.00,0.00,0.00
R1268,Grape Seed Extract 98% Proanthocyanidins,kg,47.28,0.00,24.69,0.00,22.59,0.00,0.00,0.00
R1269,Organic Black Cumin Seed Nutri-Pwd,kg,36.278,33.60,0.00,0.00,2.678,0.00,33.60,0.00
R127,Vitamin E (dl-alpha-tocopherol) Acetate (synthetic),kg,64.882,55.60,0.00,0.00,9.282,0.00,55.60,0.00
R1270,00 Goh-Veg™ White HPMC vegetable capsules (titanium dioxide free),ea,"140,000.00",0.00,0.00,0.00,"140,000.00",0.00,0.00,0.00
R1273,L-Leucine (fermented) (Origin: Non-Chinese),kg,17.23,0.00,0.00,0.00,17.23,0.00,0.00,0.00
R1274,PEPTIPLUS® XB aggl. (Collagen Bovine Peptides),kg,7.67,0.00,0.00,0.00,7.67,0.00,0.00,0.00
R1275,Calcium Carbonate Powder (Origin: Non-Chinese),kg,8.62,0.00,8.62,0.00,0.00,0.00,0.00,0.00
R1276,Berberine HCL 97% (Phellodendron chinense Schneid)(Peel),kg,4.884,0.00,4.884,0.00,0.00,0.00,0.00,0.00
R1278,Vitamin K2 (as Menaquinone-7) (MK-7) (MenaQ7®),kg,0.23,0.00,0.00,0.00,0.23,0.00,0.00,0.00
R1280,Valerian Root Extract (0.8% Valerenic Acid),kg,17.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00
R1281,"Vitamin D3 Cholecalciferol (Origin: Non-Chinese) (100,000 IU/g)",kg,3.279,0.00,0.00,0.00,3.279,0.00,0.00,0.00
R1283,Medium Chain Triglycerides (from Coconut Oil Powder) (O2P®) [Non-GMO version],kg,12.937,0.00,0.00,0.00,12.937,0.00,0.00,0.00
R1284,Skullcap Extract 10:1 (root),kg,20.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
R1285,Lyophilized Royal Jelly (6% 10-HDA),kg,0.702,0.00,0.00,0.00,0.702,0.00,0.00,0.00
R1286,Rosemary Extract (20% Rosmarinic Acid) (leaf),kg,3.131,0.00,0.00,0.00,3.131,0.00,0.00,0.00
R1287,Luteolin 98% (Sophora japonica) (bud),kg,0.355,0.00,0.00,0.00,0.355,0.00,0.00,0.00
R1288,Fo-Ti (Polygonum multiflorum thunb)(root),kg,8.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00
R1289,Pygeum (Pygeum Africanum)(bark),kg,8.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00
R129,Alfalfa Leaf Powder,kg,7.507,0.00,0.00,0.00,7.507,0.00,0.00,0.00
R1290,Hawthorn Berry Extract 10:1,kg,22.928,0.00,0.00,0.00,22.928,0.00,0.00,0.00
R1295,goFAT Macadamia Nut Oil Powder (Tapioca),kg,8.575,0.00,0.00,0.00,8.575,0.00,0.00,0.00
R1297,PreticX™,kg,375.065,365.9198,0.00,0.00,9.1452,0.00,365.916,0.00
R1298,Sunfiber® Prebiotic Fiber (Hydrolyzed Guar Gum) (Plant Origin),kg,258.354,256.1396,0.00,0.00,2.2144,0.00,256.142,0.00
R1299,PreforPro® (Prebiotic),kg,2.851,2.5631,0.00,0.00,0.2879,0.00,2.562,0.00
R130,Barley Grass Juice Powder,kg,9.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00
R1302,Okra Fruit Extract,kg,0.364,0.00,0.00,0.00,0.364,0.00,0.00,0.00
R1303,Prune Powder,kg,0.325,0.00,0.00,0.00,0.325,0.00,0.00,0.00
R1304,Resveratrol 98% (Japanese Knottwood) (Polygonum Cuspidatum),kg,25.00,42.11701,0.00,0.00,0.00,25.00,0.00,17.11701
R1307,Clove Extract 4:1 (Caryophyllus aromaticus),kg,18.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00
R1308,3nB® Celery Seed Extract (42.5% phthalides) (Apium graveolens),kg,4.02,0.00,0.00,0.00,4.02,0.00,0.00,0.00
R1309,Hydrangea Root Powder Extract 10:1,kg,16.10,0.00,0.00,0.00,16.10,0.00,0.00,0.00
R131,Barley Grass Powder,kg,25.592,0.00,0.00,0.00,25.592,0.00,0.00,0.00
R1310,Rice Bran Oil,kg,18.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00
R1311,Gentian Root (Gentiana lutea),kg,25.67,0.00,0.00,0.00,25.67,0.00,0.00,0.00
R1313,Hydrolyzed Bovine Collagen Peptides (Nutra Food Ingredients),kg,14.042,0.00,0.00,0.00,14.042,0.00,0.00,0.00
R1314,Hydrolyzed Chicken Bone Broth Collagen (Nutra Food Ingredients),kg,11.30,0.00,0.00,0.00,11.30,0.00,0.00,0.00
R1315,Hydrolyzed Marine Collagen [Fish Allergen] (Nutra Food Ingredients),kg,11.722,0.00,0.00,0.00,11.722,0.00,0.00,0.00
R1316,Hydrolyzed Beef Bone Broth Collagen (Nutra Food Ingredients),kg,18.854,0.00,0.00,0.00,18.854,0.00,0.00,0.00
R1317,Hydrolyzed Eggshell Membrane [Egg Allergen] (Nutra Food Ingredients),kg,4.782,0.00,0.00,0.00,4.782,0.00,0.00,0.00
R1318,Hydrolyzed Keratin Peptide (GWI),kg,11.257,0.00,0.00,0.00,11.257,0.00,0.00,0.00
R1319,Kola Nut Extract (20% Caffeine),kg,13.43,0.00,0.00,0.00,13.43,0.00,0.00,0.00
R132,Burdock Root Powder,kg,7.226,0.00,0.00,0.00,7.226,0.00,0.00,0.00
R1320,Pregnenolone,kg,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00
R1321,Phosphatidylserine 20% (from Sunflower),kg,6.647,0.00,0.00,0.00,6.647,0.00,0.00,0.00
R1322,Organic Ginkgo Biloba P.E. 50:1,kg,4.71,0.00,0.00,0.00,4.71,0.00,0.00,0.00
R1324,Cordyceps Mushroom 4:1 Extract,kg,8.30,0.00,0.00,0.00,8.30,0.00,0.00,0.00
R1325,Sensoril® Ashwagandha Root & Leaf Extract,kg,12.975,0.00,0.00,0.00,12.975,0.00,0.00,0.00
R1326,Bamboo Extract (70% SIlica),kg,17.77,0.00,0.00,0.00,17.77,0.00,0.00,0.00
R1327,Corydalis Yanhusuo Root 10:1 Extract,kg,16.136,0.00,0.00,0.00,16.136,0.00,0.00,0.00
R1328,Angelica Danhurica Root 10:1 Extract,kg,20.418,0.00,0.00,0.00,20.418,0.00,0.00,0.00
R1329,Boswellia Serrata Extract (gum) (20% AKBA) (ApresFlex®),kg,5.10,0.00,0.00,0.00,5.10,0.00,0.00,0.00
R133,Cascara Sagrada Powder,kg,9.41,0.00,9.41,0.00,0.00,0.00,0.00,0.00
R1330,Cordyceps militaris (30% Polysaccharides) (fruiting body),kg,7.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00
R1331,Arugula (Eruca vesicaria),kg,50.00,47.2286,0.00,0.00,2.7714,0.00,0.00,0.00
R1332,Eucalyptus,kg,8.00,6.8282,0.00,0.00,1.1718,0.00,0.00,0.00
R1333,Organic Alfalfa (Medicago sativa),kg,25.00,6.8282,0.00,0.00,18.1718,0.00,0.00,0.00
R1334,Acerola Cherry,kg,8.00,6.8282,0.00,0.00,1.1718,0.00,0.00,0.00
R1335,Camu Camu,kg,20.00,6.8282,0.00,0.00,13.1718,0.00,0.00,0.00
R1336,Emblica (Gooseberry),kg,25.00,6.8282,0.00,0.00,18.1718,0.00,0.00,0.00
R1337,Chokeberry,kg,8.00,6.8282,0.00,0.00,1.1718,0.00,0.00,0.00
R1338,"Probiotic blend: Lactobacillus gasseri, Bifidobacterium bifidum, and Bifidobacterium longum",kg,19.845,5.63326,0.00,0.00,14.21174,0.00,0.00,0.00
R1339,DigeSEB™,kg,50.00,34.14099,50.00,0.00,0.00,0.00,0.00,34.14099
R134,Chlorella Powder,kg,53.802,47.2286,0.00,0.00,6.5734,0.00,0.00,0.00
R1340,Shoden® Ashwagandha Extract (35% withanolides) (Withania somifera) (root and leaf),kg,0.00,79.68,0.00,0.00,0.00,80.00,0.00,79.68
R1341,Broccoli Extract (5% Sulforaphane Glucosinolate) (Seeds),kg,300.00,283.23,300.00,0.00,0.00,0.00,0.00,283.23
R1342,Black Tea Extract (25% Theaflavins) [<1% Caffeine],kg,0.00,67.10,0.00,0.00,0.00,75.00,0.00,67.10
R1343,Baicalin (from Scutellaria baicalensis extract),kg,0.00,41.9375,0.00,0.00,0.00,50.00,0.00,41.9375
R1344,Naringin (from Grapefruit extract),kg,0.00,27.1084,0.00,0.00,0.00,50.00,0.00,27.1084
R1345,Bitter Melon Powder,kg,0.00,19.25,0.00,0.00,0.00,0.00,0.00,19.25
R1346,Natural Mixed Carotenoids 10% Powder (Vitamin A),kg,0.00,2.94768,0.00,0.00,0.00,0.00,0.00,2.94768
R1347,Natural Lemon Lime Flavoring (OSF Flavors),kg,0.00,28.035,0.00,0.00,0.00,0.00,0.00,28.035
R1348,Boswellin HBD® (65% Boswellic Acids) (Boswellia serrata) (leaf),kg,0.00,109.08831,0.00,0.00,0.00,0.00,0.00,109.08831
R1349,Omega-3 Powder (Yielding 50% Omega 3 Fatty Acids),kg,0.00,25.175,0.00,0.00,0.00,0.00,0.00,25.175
R135,Citrus Aurantium SE 6%,kg,0.768,0.00,0.00,0.00,0.768,0.00,0.00,0.00
R1350,Organic Raspberry Leaf Extract 10:1,kg,0.00,26.64,0.00,0.00,0.00,0.00,0.00,26.64
R1351,Red Root Extract 4:1 (Ceanothus Americanus),kg,0.00,13.32,0.00,0.00,0.00,0.00,0.00,13.32
R1352,Organic Cordyceps Mushroom Extract 1:1 [Cordyceps milltaris][Fruiting Body],kg,0.00,29.40,0.00,0.00,0.00,0.00,0.00,29.40
R1353,"Organic Chaga Extract 1:1 [Inonotus obliquus][Sterile conk,canker]",kg,0.00,29.40,0.00,0.00,0.00,0.00,0.00,29.40
R1354,Organic Schisandra Powder,kg,0.00,29.40,0.00,0.00,0.00,0.00,0.00,29.40
R1355,Organic Turkey Tail Mushroom Extract 1:1 [Trametes versicolor][Coriolus],kg,0.00,29.40,0.00,0.00,0.00,0.00,0.00,29.40
R1356,Organic Red Reishi Mushroom Extract 1:1 [Ganoderma lucidum][lingzhi],kg,0.00,29.40,0.00,0.00,0.00,0.00,0.00,29.40
R1357,Organic Shiitake mushroom extract 1:1 [Lentinula edodes],kg,0.00,29.40,0.00,0.00,0.00,0.00,0.00,29.40
R1358,Organic Maitake mushroom extract 1:1 [Grifola frondosa],kg,0.00,29.40,0.00,0.00,0.00,0.00,0.00,29.40
R1359,Organic Codonopsis Powder,kg,0.00,29.40,0.00,0.00,0.00,0.00,0.00,29.40
R136,Citrus Pectin Powder,kg,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00
R1360,Organic Bamboo Extract Powder,kg,0.00,9.80,0.00,0.00,0.00,0.00,0.00,9.80
R137,CoQ10,kg,10.00,8.86633,0.00,0.00,1.13367,0.00,0.00,0.00
R139,Garlic Odor Reduced Powder,kg,24.87,22.6332,0.00,0.00,2.2368,0.00,22.634,0.00
R141,Hibiscus Flower Powder,kg,16.084,0.00,0.00,0.00,16.084,0.00,0.00,0.00
R142,L-Carnitine Base,kg,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00
R144,Licorice Root Extract 4:1,kg,83.135,55.00,0.00,0.00,28.135,0.00,27.535,0.00
R145,Milk Thistle Extract 80% Silymarin,kg,44.65,0.00,0.00,0.00,44.65,0.00,0.00,0.00
R148,Psyllium Husk 95%,kg,24.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00
R149,Quercetin Dihydrate 98%,kg,28.799,70.7186,0.00,0.00,0.00,25.00,18.529,41.9196
R151,Slippery Elm Bark Powder,kg,1.806,0.00,0.00,0.00,1.806,0.00,0.00,0.00
R152,Vitamin B1 Thiamine Mono,kg,20.487,44.98184,0.00,0.00,0.00,25.00,2.044,24.49484
R154,Wheatgrass Powder,kg,9.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00
R155,Vitamin B12 1% Cyanocobalamin,kg,17.21,0.2883,16.21,0.00,0.7117,0.00,0.00,0.00
R156,Bee Pollen Extract 4:1,kg,0.112,0.00,0.00,0.00,0.112,0.00,0.00,0.00
R158,"Cayenne Pepper Powder (Capsicum annuum) 40,000 hu/g",kg,84.869,86.395,0.00,0.00,0.00,0.00,30.055,1.526
R159,Kelp Powder,kg,70.525,21.98,0.00,0.00,48.545,0.00,21.98,0.00
R161,Red Raspberry Leaf Extract 4:1,kg,20.564,0.00,0.00,0.00,20.564,0.00,0.00,0.00
R164,Yarrow Powder,kg,3.445,0.00,3.445,0.00,0.00,0.00,0.00,0.00
R165,Garcinia Cambogia Extract 50%,kg,22.37,0.00,0.00,0.00,22.37,0.00,0.00,0.00
R168,Borage Extract 4:1,kg,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00
R169,Magnesium Stearate,kg,"2,208.906","2,585.3613",0.00,0.00,0.00,65.00,587.805,376.4553
R171,Banaba PE 1%,kg,3.028,48.125,0.00,0.00,0.00,0.00,0.00,45.097
R172,Chromium Picolinate 11.7%,kg,0.101,0.11697,0.00,0.00,0.00,0.00,0.021,0.01597
R175,Manganese Citrate 28%,kg,5.171,1.24155,2.921,0.00,1.00845,0.00,0.00,0.00
